Trial,Channel,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
4,19,113,1263.28940132971,405.582734787807,1150.28940132971
4,10,59,1399.34365170419,136.054250374486,1340.34365170419
4,12,71,1607.76745920552,208.423807501325,1536.76745920552
4,8,47,1795.98431292191,188.216853716395,1748.98431292191
4,17,1990.20458046093,2147.04989085752,351.065577935604,156.845310396587
4,3,337.499937946808,2203.71441781887,56.664526961355,1866.21447987206
4,5,1636.76745920552,2738.84418237682,535.129764557945,1102.0767231713
4,18,2798.84418237682,3122.04165416423,383.197471787415,323.197471787415
5,1,5,322.971165209609,322.971165209609,317.971165209609
5,20,436.971165209609,879.820134960978,556.848969751369,442.848969751369
5,12,1065.39257415645,1236.32905069833,356.508915737351,170.936476541878
5,7,1035.39257415645,1357.11034125835,120.781290560018,321.717767101896
5,9,1047.39257415645,1551.90090086993,194.790559611585,504.508326713481
5,19,113,1763.83968555715,211.938784687214,1650.83968555715
5,10,2372.03957140409,2720.37329731465,956.533611757503,348.333725910561
5,5,29,3044.92081240581,324.547515091157,3015.92081240581
5,2,11,3185.46271487489,140.541902469085,3174.46271487489
5,17,101,3351.81820072251,166.355485847619,3250.81820072251
5,15,89,3383.85009329081,32.0318925683,3294.85009329081
5,16,95,3420.51954396819,36.6694506773824,3325.51954396819
5,3,17,3730.85732632759,310.337782359396,3713.85732632759
5,4,23,3986.73771321197,255.880386884383,3963.73771321197
6,3,17,422.870106354202,422.870106354202,405.870106354202
6,6,35,1671.19179746314,1248.32169110893,1636.19179746314
6,18,1572.76688619579,1904.98991154049,233.798114077351,332.223025344694
6,12,71,2240.93845429615,335.948542755665,2169.93845429615
6,7,41,2456.37780852614,215.439354229989,2415.37780852614
6,8,47,2570.30127350427,113.923464978134,2523.30127350427
6,11,2744.94127171864,3005.93014280153,435.628869297256,260.988871082893
6,4,23,3573.0201658444,567.090023042866,3550.0201658444
6,10,59,3735.27794778216,162.257781937767,3676.27794778216
6,5,29,3769.47853396565,34.2005861834864,3740.47853396565
7,14,83,434.056400249774,434.056400249774,351.056400249774
7,2,446.056400249774,676.76616775226,242.709767502486,230.709767502486
7,7,476.056400249774,885.266792378425,208.500624626165,409.210392128651
7,17,530.056400249774,941.404132518916,56.137340140491,411.347732269142
7,13,512.056400249774,1189.09756165304,247.693429134126,677.041161403268
7,6,35,1267.50401657086,78.4064549178165,1232.50401657086
7,3,1798.00469723344,1919.97416625316,652.470149682297,121.969469019711
7,11,65,2020.32708675353,100.352920500372,1955.32708675353
7,10,59,2068.10261633365,47.7755295801198,2009.10261633365
7,5,2433.54704341115,2739.58830802659,671.48569169294,306.041264615438
7,20,3459.02362270772,3768.59527707137,1029.00696904478,309.571654363652
8,6,35,328.743442527864,328.743442527864,293.743442527864
8,4,23,541.388348903676,212.644906375812,518.388348903676
8,20,119,558.232372752605,16.8440238489287,439.232372752605
8,14,83,722.051254297094,163.818881544489,639.051254297094
8,9,53,891.578899080603,169.527644783509,838.578899080603
8,13,77,965.581020149212,74.002121068609,888.581020149212
8,19,970.581020149212,1337.24160201187,371.660581862658,366.660581862658
8,11,1012.58102014921,1523.66146453648,186.419862524607,511.080444387265
8,12,1018.58102014921,1686.62756675116,162.966102214688,668.046546601953
8,1,1692.62756675116,1877.61389983664,190.986333085477,184.986333085477
8,16,95,2462.40223621275,584.788336376106,2367.40223621275
8,18,107,2555.89002811625,93.4877919035057,2448.89002811625
8,17,424.743442527864,2695.62517614643,139.73514803018,2270.88173361857
8,8,47,3012.14055890189,316.515382755454,2965.14055890189
8,15,89,3355.79143869106,343.650879789171,3266.79143869106
8,3,740.051254297094,3507.80345657425,152.012017883195,2767.75220227716
9,5,29,356.004692767211,356.004692767211,327.004692767211
9,15,440.004692767211,668.795176057191,312.79048328998,228.79048328998
9,20,470.004692767211,898.489444356357,229.694268299166,428.484751589146
