Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
12,10,1,1909.28281412306,6005.68330445267,87.9945990533815,4096.40049032961
12,15,1,6362.10509639628,6494.24112679013,488.557822337468,132.136030393856
12,8,1,6332.10509639628,6727.65002875963,233.408901969495,395.544932363351
12,5,1,6933.73283471076,7153.90187405887,426.25184529924,220.169039348111
12,19,0,4797.41232359645,7634.25915947599,480.357285417121,2836.84683587954
12,20,1,7538.41009790815,7726.5857648974,92.3266054214137,188.175666989248
12,12,1,7574.41009790815,8215.28239278172,488.696627884314,640.872294873562
13,12,0,2342.16113425062,3172.63046520852,3172.63046520852,830.469330957901
13,3,1,3276.16143294734,3584.92205170371,412.291586495188,308.76061875637
13,11,1,4112.96495657729,4377.87347018572,792.951418482014,264.908513608433
13,6,1,5172.16914301739,5366.87948860776,989.006018422041,194.710345590373
13,2,1,6216.32476814083,6456.34591263687,1089.46642402911,240.021144496047
13,18,1,6288.32476814083,6581.02374582049,124.67783318362,292.698977679667
13,20,1,6294.32476814083,6842.53293639119,261.509190570699,548.208168250366
13,15,1,7079.78096385897,7204.81143963665,362.27850324546,125.030475777683
13,8,1,7049.78096385897,7366.05388710001,161.242447463358,316.272923241041
13,5,1,7037.78096385897,7573.96051666671,207.906629566696,536.179552807737
13,9,1,7055.78096385897,7740.94865414707,166.988137480365,685.167690288103
14,16,0,1279.40494855583,1507.79007479448,1507.79007479448,228.385126238648
14,4,0,1207.40494855583,1838.08509644785,330.295021653372,630.68014789202
14,5,1,2543.86496418001,2814.32979323225,976.244696784398,270.464829052241
14,8,1,2997.1583553315,3275.91897408787,461.589180855617,278.76061875637
14,14,0,3854.68398430262,3995.10569073046,719.186716642597,140.421706427845
14,18,1,4169.95455776704,4284.62467747121,289.518986740744,114.670119704169
14,2,0,4401.53719460291,4572.55443896705,287.92976149584,171.017244364142
14,6,0,4413.53719460291,4722.43365627911,149.879217312064,308.896461676206
14,7,1,4419.53719460291,4885.33961098244,162.90595470333,465.802416379536
14,1,1,5023.81746752098,6577.66295462651,1692.32334364407,1553.84548710553
14,10,1,4431.53719460291,6905.99507279073,328.332118164219,2474.45787818783
14,13,1,4151.95455776704,7728.01042292248,822.015350131747,3576.05586515544
15,17,0,416,666.434598775381,666.434598775381,250.434598775381
15,12,0,766.106721322375,956.023670172397,289.589071397015,189.916948850022
15,5,0,724.106721322375,1084.80160824071,128.777938068312,360.694886918334
15,11,1,1178.08006260675,1321.43122586355,236.629617622841,143.351163256797
15,1,1,1124.08006260675,1412.5748511353,91.1436252717513,288.494788528548
15,8,0,1869.0219615775,2107.24582036417,694.67096922887,238.223858786671
15,7,0,2175.41560936568,2388.52669503357,281.280874669396,213.111085667889
