Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
26,19,1,5529.0824281235,6554.52087324518,315.108591713835,1025.43844512168
27,4,0,23,379.469036796764,379.469036796764,356.469036796764
27,5,0,29,656.680510121772,277.211473325008,627.680510121772
27,8,0,494.795249618679,904.505841039063,247.825330917291,409.710591420384
27,3,0,1231.46213477899,1485.11079078673,580.604949747672,253.64865600774
27,13,0,77,4166.62412098989,2681.51333020316,4089.62412098989
27,20,1,4297.01631384568,5405.81727066347,1239.19314967358,1108.80095681778
27,19,0,5132.77060211344,5931.70328790998,525.88601724651,798.932685796531
27,6,0,4963.41936497449,6010.25333314323,78.5500452332517,1046.83396816874
27,15,1,1629.78718281938,6475.59159854271,465.338265399479,4845.80441572333
27,17,1,6614.18345950642,6853.0860712065,377.494472663792,238.90261170008
28,9,1,53,387.048581786846,387.048581786846,334.048581786846
28,11,1,65,812.180948812681,425.132367025835,747.180948812681
28,16,0,971.88699524459,1475.71844267216,663.537493859478,503.831447427569
28,14,1,1679.71029316258,1964.80024907671,489.081806404556,285.089955914131
28,15,1,2074.94596839472,2225.63726233341,260.837013256696,150.691293938694
28,12,1,2671.11861790251,2811.13511960831,585.497857274901,140.016501705798
28,10,1,3150.74116186654,3346.91020121465,535.775081606339,196.169039348111
28,6,1,2945.38992472758,3391.84229322097,44.9320920063155,446.452368493385
28,13,1,77,3761.73838445775,369.896091236785,3684.73838445775
28,4,1,462.131014345841,4160.92477186303,399.18638740528,3698.79375751719
28,19,1,2987.38992472758,5064.28581317015,903.361041307119,2076.89588844257
28,17,1,977.88699524459,5596.05694687183,531.771133701684,4618.16995162724
28,20,1,989.88699524459,5681.98793908838,85.930992216543,4692.10094384379
28,5,1,917.88699524459,5723.00789864293,41.0199595545482,4805.12090339834
28,2,1,450.131014345841,6037.57543528373,314.567536640803,5587.44442093789
28,1,1,6170.13406301044,6319.71152295029,282.136087666562,149.577459939854
29,6,0,35,305.808055447434,305.808055447434,270.808055447434
29,20,0,119,499.403638571602,193.595583124169,380.403638571602
29,14,0,1006.1689281078,1312.69526396849,813.291625396887,306.526335860687
29,5,1,541.466453829886,1969.28230467336,656.587040704868,1427.81585084347
29,1,0,517.466453829886,2931.97008919299,962.687784519631,2414.5036353631
29,4,0,3034.2912040228,3321.3460786044,389.37598941141,287.054874581597
29,13,0,3686.23724014923,3847.96976068375,526.623682079352,161.732520534518
29,17,1,4028.65580215024,4352.63843336887,504.668672685121,323.982631218632
29,19,0,113,4454.34018688431,101.701753515441,4341.34018688431
29,3,0,17,4555.3713817624,101.031194878086,4538.3713817624
29,8,1,553.466453829886,4698.16079143532,142.789409672921,4144.69433760543
29,2,1,11,5040.55684863829,342.396057202968,5029.55684863829
29,9,0,53,5690.28647428534,649.729625647054,5637.28647428534
29,15,0,5476.22281406056,6734.49232027115,1044.20584598581,1258.26950621059
29,16,1,5768.25783042993,6771.51573715047,37.0234168793259,1003.25790672055
30,8,1,47,510.961517376397,510.961517376397,463.961517376397
30,7,1,41,561.423055386751,50.4615380103535,520.423055386751
30,3,0,17,655.866444000067,94.443388613316,638.866444000067
30,6,0,35,1499.30364973371,843.437205733638,1464.30364973371
30,4,0,23,1574.4111472624,75.1074975286901,1551.4111472624
30,16,0,410,2854.8226336188,1280.4114863564,2444.8226336188
30,10,0,1861.66534817351,3895.13274092722,1040.31010730842,2033.46739275371
30,13,0,1692.31411103455,4234.50397633846,339.371235411241,2542.18986530391
30,11,1,4671.61083676448,4910.22356066879,675.719584330327,238.612723904304
30,1,1,959.359874723267,5572.52530652475,662.301745855963,4613.16543180148
30,18,1,107,6373.38757663852,800.862270113766,6266.38757663852
30,19,0,428,6429.54520864285,56.1576320043359,6001.54520864285
31,6,0,35,392.086683798352,392.086683798352,357.086683798352
31,11,1,498.465513988339,917.192061098398,525.105377300047,418.72654711006
31,13,1,77,1474.87312324053,557.681062142131,1397.87312324053
31,14,0,83,1928.69393195423,453.820808713702,1845.69393195423
31,16,1,95,2492.69478580945,564.000853855217,2397.69478580945
31,10,0,59,2577.02981229598,84.3350264865271,2518.02981229598
31,20,1,119,2970.14530741858,393.115495122599,2851.14530741858
31,2,1,667.816751127296,3253.44782100818,283.3025135896,2585.63106988088
31,3,1,1086.32121817846,3393.35809478131,139.910273773132,2307.03687660285
31,5,0,1775.38750989516,4624.21803350221,1230.8599387209,2848.83052360705
31,4,0,1769.38750989516,5004.70483371714,380.486800214933,3235.31732382199
31,12,1,5203.50870901555,5424.85047718191,420.145643464771,221.341768166369
31,7,1,6021.93131608883,6309.83200302361,884.981525841698,287.900686934781
32,9,1,53,356.604897230652,356.604897230652,303.604897230652
32,18,0,107,530.32116177458,173.716264543928,423.32116177458
32,3,1,392.990387517639,765.186908346344,234.865746571763,372.196520828704
32,5,0,29,1432.15238381286,666.965475466515,1403.15238381286
