Trial,Algorithm,Error,N,Directional,Cleared,Total_s,Average_s,Runtime_s,Complete,Move_s,Switch_s,Measure_s,OpticalLaser_s,StationsVisited,Fallbacks,RaySweeps,DirectionObservations,GlobalMove_s,LocalMove_s,ConfirmedDirectional,OmniRefinements
84,split,,10,9,10,7462.01637110738,746.201637110738,0.18254075,1,4968.01637110738,365,1935,194,25,0,6,30,3238.37066858332,1729.64570252406,4,0
85,base,,12,6,12,7570.44339673459,630.870283061216,0.130354958333333,1,5191.44339673459,340,1835,204,25,0,5,39,3349.51560459728,1841.92779213731,NaN,NaN
85,split,,12,6,12,7532.82197466938,627.735164555782,0.139246125,1,5182.82197466938,342,1840,168,25,0,4,40,3346.71640979057,1836.10556487881,4,1
86,base,,14,10,14,7015.41975321434,501.101410943881,0.124704583333333,1,5007.41975321434,283,1535,190,25,0,8,45,2943.12715627607,2064.29259693827,NaN,NaN
86,split,,14,10,14,6981.35656518252,498.668326084466,0.1257405,1,5004.35656518252,281,1530,166,25,0,7,44,2942.3788069567,2061.97775822581,2,1
87,base,,12,4,12,6650.56838032436,554.214031693696,0.1311635,1,4362.56838032436,347,1845,96,25,0,3,45,3057.18280342496,1305.3855768994,NaN,NaN
87,split,,12,4,12,6650.56838032436,554.214031693696,0.130884833333333,1,4362.56838032436,347,1845,96,25,0,3,45,3057.18280342496,1305.3855768994,3,0
88,base,,16,12,16,6547.74314332258,409.233946457661,0.129344958333333,1,4500.74314332258,272,1455,320,22,0,12,38,2355.94113467018,2144.8020086524,NaN,NaN
88,split,,16,12,16,6479.41957315551,404.963723322219,0.125408666666667,1,4502.41957315551,270,1450,257,22,0,10,37,2357.16771694322,2145.2518562123,6,0
89,base,,12,9,12,6499.56735894418,541.630613245348,0.126264416666667,1,4341.56735894418,319,1710,129,25,0,3,38,3206.03096627108,1135.5363926731,NaN,NaN
89,split,,12,9,12,6496.29365195041,541.357804329201,0.131583166666667,1,4355.29365195041,321,1715,105,25,0,2,39,3206.54414725389,1148.74950469651,4,1
90,base,,11,1,11,6959.00913273961,632.637193885419,0.124132291666667,1,4783.00913273961,305,1645,226,25,0,8,30,3235.00337254584,1548.00576019377,NaN,NaN
90,split,,11,1,11,6759.44806454061,614.495278594601,0.126379083333333,1,4683.44806454061,302,1635,139,25,0,5,28,3231.17702072608,1452.27104381453,1,0
91,base,,13,6,13,6422.15170158682,494.011669352832,0.133219208333333,1,4223.15170158682,317,1685,197,25,0,8,40,2861.1997125894,1361.95198899742,NaN,NaN
91,split,,13,6,13,6368.21155653244,489.862427425572,0.13847875,1,4233.21155653244,316,1685,134,25,0,6,39,2859.04003102787,1374.17152550457,2,1
92,base,,10,5,10,6813.04219114812,681.304219114812,0.131270666666667,1,4473.04219114812,347,1850,143,25,0,4,39,3084.00211569295,1389.04007545517,NaN,NaN
92,split,,10,5,10,6813.04219114812,681.304219114812,0.135858875,1,4473.04219114812,347,1850,143,25,0,4,39,3084.00211569295,1389.04007545517,3,0
93,base,,10,2,10,6909.43503399433,690.943503399433,0.16525675,1,4654.43503399433,334,1775,146,25,0,3,44,3249.88791808097,1404.54711591336,NaN,NaN
93,split,,10,2,10,6866.58009773377,686.658009773377,0.164203083333333,1,4653.58009773377,334,1775,104,25,0,2,44,3250.11680466683,1403.46329306694,2,0
94,base,,10,2,10,6626.45373072304,662.645373072304,0.144260833333333,1,4234.45373072304,357,1910,125,25,0,4,39,3048.17726352085,1186.27646720219,NaN,NaN
94,split,,10,2,10,6626.45373072304,662.645373072304,0.136102958333333,1,4234.45373072304,357,1910,125,25,0,4,39,3048.17726352085,1186.27646720219,1,0
95,base,,14,1,14,7014.21568611195,501.015406150853,0.136725041666667,1,5107.21568611195,262,1425,220,25,0,6,57,3414.55048886744,1692.6651972445,NaN,NaN
95,split,,14,1,14,6678.59347951592,477.042391393994,0.133785625,1,4900.59347951592,259,1410,109,25,0,2,54,3415.84865265167,1484.74482686426,0,0
96,base,,10,6,10,6668.17645601897,666.817645601897,0.13496225,1,4385.17645601897,340,1830,113,25,0,6,27,3265.13645051564,1120.04000550333,NaN,NaN
96,split,,10,6,10,6668.17645601897,666.817645601897,0.13027925,1,4385.17645601897,340,1830,113,25,0,6,27,3265.13645051564,1120.04000550333,3,0
97,base,,14,10,14,7465.54762282498,533.253401630356,0.137008583333333,1,5352.54762282497,305,1645,163,25,0,7,52,3086.33040292775,2266.21721989723,NaN,NaN
97,split,,14,10,14,7428.54426860557,530.610304900398,0.131540333333333,1,5343.54426860557,303,1640,142,25,0,6,51,3088.28270473744,2255.26156386813,5,0
98,base,,12,5,12,6799.54297922046,566.628581601705,0.146168916666667,1,4417.54297922046,355,1895,132,25,0,3,54,3204.58984665214,1212.95313256831,NaN,NaN
98,split,,12,5,12,6751.65050659105,562.637542215921,0.132625041666667,1,4417.65050659105,355,1895,84,25,0,2,54,3201.63105237577,1216.01945421528,1,0
99,base,,10,1,10,6640.33893201202,664.033893201202,0.126949291666667,1,4305.33893201202,349,1870,116,25,0,5,40,3157.52784383446,1147.81108817756,NaN,NaN
99,split,,10,1,10,6578.33004477361,657.833004477361,0.128152833333333,1,4279.33004477361,349,1870,80,25,0,3,40,3158.53981814422,1120.79022662939,1,0
100,base,,13,11,13,7305.98680662139,561.998985124722,0.129811333333333,1,5010.98680662139,333,1795,167,25,0,6,45,3211.20390020454,1799.78290641684,NaN,NaN
100,split,,13,11,13,7266.97932651072,558.998409731594,0.128574458333333,1,5010.97932651072,333,1795,128,25,0,5,45,3208.65906818838,1802.32025832233,4,0
